file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkAndroid\app\src\main\java\com\google\classysharkandroid\activities\ClassesListActivity.java,com.google.classysharkandroid.activities.ClassesListActivity$StartDexLoaderThread$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkAndroid\app\src\main\java\com\google\classysharkandroid\utils\UriUtils.java,com.google.classysharkandroid.utils.UriUtils,class,2,3,1,2,3,1,0,4,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,2,1,0,0,0,0,0,0,0,0,16,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkAndroid\app\src\main\java\com\google\classysharkandroid\activities\ClassesListActivity.java,com.google.classysharkandroid.activities.ClassesListActivity$FillClassesNamesThread$Anonymous1,anonymous,2,2,0,2,3,1,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,1,1,3,0,3,1,0,0,0,8,-1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\cli\CliMode.java,com.google.classyshark.cli.CliMode,class,6,8,2,6,16,1,0,21,15,0.0,NaN,NaN,6,5,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,79,3,0,1,4,0,13,12,7,3,7,2,0,0,0,38,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\contentreader\ContentReader.java,com.google.classyshark.silverghost.contentreader.ContentReader,class,7,12,5,7,10,1,0,8,0,0.25,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,48,2,0,0,1,0,4,0,8,0,2,2,0,2,0,49,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\xml\XmlHighlighter.java,com.google.classyshark.silverghost.translator.xml.XmlHighlighter$TagType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkAndroid\app\src\main\java\com\google\classysharkandroid\dex\DexLoaderBuilder.java,com.google.classysharkandroid.dex.DexLoaderBuilder,class,5,7,2,5,12,1,0,14,6,0.75,0.0,0.0,4,3,2,2,0,0,2,0,0,0,1,1,0,1,0,0,1,0,3,59,4,1,3,3,1,3,5,13,1,11,3,0,0,0,46,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\java\clazz\reflect\MetaObjectClass.java,com.google.classyshark.silverghost.translator.java.clazz.reflect.MetaObjectClass,class,11,14,3,11,38,1,0,61,26,0.3529412,0.0,0.0,17,1,12,5,0,0,12,0,0,0,1,0,0,1,0,0,0,0,1,175,20,9,8,0,0,11,9,68,7,43,3,0,0,0,69,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\elf\ElfTranslator.java,com.google.classyshark.silverghost.translator.elf.ElfTranslator,class,6,8,2,6,14,1,0,18,1,0.5416667,0.0,0.0,6,1,5,1,0,0,5,0,0,0,4,0,0,4,0,0,0,0,3,73,4,4,1,2,1,9,3,17,2,15,4,0,0,0,50,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\TranslatorFactory.java,com.google.classyshark.silverghost.translator.TranslatorFactory,class,8,15,7,8,7,1,0,2,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,23,7,0,0,0,0,5,0,0,0,0,1,0,0,0,23,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\gui\panel\toolbar\KeyUtils.java,com.google.classyshark.gui.panel.toolbar.KeyUtils,class,0,1,1,0,10,1,0,3,15,0.0,0.0,0.0,6,5,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,4,0,4,0,4,1,0,1,0,0,0,0,21,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\apk\ApkTranslator.java,com.google.classyshark.silverghost.translator.apk.ApkTranslator,class,9,13,4,9,16,2,0,19,22,0.75,0.0,0.0,8,2,7,1,0,0,7,0,0,0,3,0,0,3,0,0,0,0,4,135,6,4,1,1,1,12,5,19,4,17,4,0,3,0,58,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\gui\panel\ViewerController.java,com.google.classyshark.gui.panel.ViewerController,interface,1,9,8,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\gui\panel\displayarea\DisplayArea.java,com.google.classyshark.gui.panel.displayarea.DisplayArea$DisplayDataState,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\Translator.java,com.google.classyshark.silverghost.translator.Translator$TAG,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\gui\panel\displayarea\DisplayArea.java,com.google.classyshark.gui.panel.displayarea.DisplayArea$Anonymous2,anonymous,0,0,0,0,7,1,0,8,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,3,0,1,0,0,4,0,3,2,0,0,0,16,-1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\contentreader\dex\DexlibLoader.java,com.google.classyshark.silverghost.contentreader.dex.DexlibLoader,class,2,8,6,2,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,9,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkAndroid\app\src\main\java\com\google\classysharkandroid\reflector\Reflector.java,com.google.classysharkandroid.reflector.Reflector$TAG,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\gui\panel\methodscount\MethodsCountPanel.java,com.google.classyshark.gui.panel.methodscount.MethodsCountPanel$Anonymous1,anonymous,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,14,-1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\dex\DexMethodsDumper.java,com.google.classyshark.silverghost.translator.dex.DexMethodsDumper$ApkInspectVisitor$Anonymous1,anonymous,3,3,0,3,3,1,0,11,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,22,1,1,0,0,0,8,0,4,3,3,1,0,0,0,18,-1,0
C:\PR\GraphEvoPRV2\projects\android-classyshark\android-classyshark-31-53\google-android-classyshark-afcb597\ClassySharkWS\src\com\google\classyshark\silverghost\translator\java\clazz\reflect\ClassUtils.java,com.google.classyshark.silverghost.translator.java.clazz.reflect.ClassUtils,class,0,1,1,0,2,1,0,3,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,0,3,0,0,0,0,24,1,0
