class_name,new,portrait
accept,0,0.0001
addArgumentToSequence,0,0.0001
addChild,0,0.0004
addExpectedResult,0,0.0001
addItem,0,0.0002
addNodeToTuple,0,0.0003
addNodeToTupleAppender,0,0.0001
adjustDateTimeToTimezone,0,0.0001
afce,0,0.0007
appendArgument,0,0.0001
appendArguments,0,0.0002
appendFunction,0,0.0004
appendPrettyPlan,1,
arithmeticOperation,0,0.0002
assembleResult,0,0.0001
atomize,0,0.0007
atomizeNode,0,0.0007
bindVariable,0,0.0002
buildConcatenationRec,0,0.0007
buildStringConcatenation,0,0.0002
canBeNull,0,0.0004
cast,0,0.0007
castable,0,0.0007
ce,0,0.0001
checkSubString,0,0.0001
close,0,0.0004
compare,0,0.0001
compareTaggedValues,0,0.0001
compareTo,0,0.0001
compile,0,0.0002
compute,0,0.0007
computeFDs,0,0.0004
computePropertiesVector,0,0.0001
constructNode,0,0.0001
convertAnyURI,0,0.0001
convertBase64Binary,0,0.0001
convertBoolean,0,0.0002
convertByte,0,0.0004
convertDate,0,0.0002
convertDatetime,0,0.0004
convertDecimal,0,0.0002
convertDouble,0,0.0004
convertDoubleCanonical,0,0.0007
convertDTDuration,0,0.0001
convertDuration,0,0.0015
convertEntity,0,0.0007
convertFloat,0,0.0001
convertFloatCanonical,0,0.0015
convertGDay,0,0.0001
convertGMonth,0,0.0001
convertGMonthDay,0,0.0002
convertGYear,0,0.0002
convertGYearMonth,0,0.0007
convertHexBinary,0,0.0002
convertID,0,0.0001
convertIDREF,0,0.0014
convertInt,0,0.0002
convertInteger,0,0.0005
convertLanguage,0,0.0001
convertLong,0,0.0015
convertName,0,0.0015
convertNCName,0,0.0001
convertNegativeInteger,0,0.0007
convertNMToken,0,0.0002
convertNonNegativeInteger,0,0.0007
convertNonPositiveInteger,0,0.0015
convertNormalizedString,0,0.0015
convertNotation,0,0.0002
convertPositiveInteger,0,0.0007
convertQName,0,0.0002
convertShort,0,0.0001
convertString,0,0.0015
convertStringExtra,0,0.0002
convertTime,0,0.0002
convertToken,0,0.0004
convertUnsignedByte,0,0.0001
convertUnsignedInt,0,0.0005
convertUnsignedLong,0,0.0002
convertUnsignedShort,0,0.0007
convertUntypedAtomic,0,0.0002
convertYMDuration,0,0.0015
copyAttribute,0,0.0002
copyDocument,0,0.0001
copyElement,0,0.0003
create,0,0.0002
createAggregateEvaluator,0,0.0007
createAggregateEvaluatorFactory,0,0.0002
createAggregateFunctionFactory,0,0.0001
createArgumentEvaluatorFactories,0,0.0007
createAssignment,0,0.0002
createBinaryBooleanInspector,0,0.0015
createBinaryIntegerInspector,0,0.0002
createBuiltinEntry,0,0.0007
createConcatenation,0,0.0001
createDynamicContext,0,0.0002
createEvaluator,0,0.0005
createEvaluatorFactory,0,0.0001
createException,0,0.0001
createFunctionCall,0,0.0002
createGlobalJobData,0,0.0002
createInstance,0,0.0002
createItemType,0,0.0004
createOptimizationContext,0,0.0007
createPointable,0,0.0015
createPushRuntime,0,0.0014
createQName,0,0.0002
createRunner,0,0.0002
createRunningAggregateFunctionFactory,0,0.0001
createScalarEvaluator,0,0.0002
createScalarEvaluatorFactory,0,0.0003
createSequenceType,0,0.0013
createSerializableAggregateFunctionFactory,0,0.0001
createUnnestingEvaluator,0,0.0007
createUnnestingEvaluatorFactory,0,0.0002
createUnnestingFunctionFactory,0,0.0005
encodeSequenceType,0,0.0007
endAttribute,0,0.0007
endChild,0,0.0013
