file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-web\src\main\java\org\dromara\soul\web\result\SoulDefaultResult.java,org.dromara.soul.web.result.SoulDefaultResult,"error/3[int,java.lang.String,java.lang.Object]",false,35,1,1,0,1,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-web\src\main\java\org\dromara\soul\web\result\SoulDefaultResult.java,org.dromara.soul.web.result.SoulDefaultResult,"success/3[int,java.lang.String,java.lang.Object]",false,30,1,1,0,1,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,testWriteDivideSelector/0,false,132,3,2,0,2,1,3,4,0,1,0,3,2,2,0,0,0,0,2,0,1,0,0,0,0,0,10,1,0,true
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,buildSpringCloudHandle/0,false,322,4,3,1,2,1,2,7,1,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,10,0,false
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,buildDivideHandle/0,false,280,5,3,1,2,1,4,6,1,1,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7,10,0,false
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,buildByName/1[java.lang.String],false,439,1,2,1,1,1,3,7,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,0,false
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,testPluginUpdate/0,false,475,3,2,0,2,1,4,5,0,1,0,4,1,1,0,0,0,0,2,1,1,0,0,0,0,0,9,1,0,true
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,buildMap/0,false,533,1,3,2,1,1,3,7,1,1,0,3,0,0,0,0,0,0,6,3,1,0,0,0,0,0,5,2,0,false
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,testWriteDubboSelectorAndRule/0,false,145,2,1,0,1,1,2,3,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
C:\opt\GraphEvoPRV2\projects\incubator-shenyu\incubator-shenyu-21-176\apache-incubator-shenyu-c32c270\soul-bootstrap\src\test\java\org\dromara\soul\bootstrap\zookeeper\ZookeeperClientTest.java,org.dromara.soul.bootstrap.zookeeper.ZookeeperClientTest,writeSelector/1[org.dromara.soul.common.dto.SelectorData],false,219,2,3,2,1,2,6,7,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,false
