file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$8TestModule,provideF/0,false,267,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\examples\simple\src\main\java\coffee\DripCoffeeModule.java,coffee.DripCoffeeModule,provideHeater/0,false,12,4,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$Q,Q/0,true,296,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$R,R/0,true,337,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$T,T/0,true,303,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\ModuleTest.java,dagger.ModuleTest$ModuleWithBinding,provideString/0,false,77,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\compiler\src\it\cyclic-deps\src\main\java\test\TestApp.java,Blah,Blah/1[Foo],true,34,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\internal\TestingModuleAdapter.java,dagger.internal.TestingModuleAdapter$ProviderMethodBinding,"ProviderMethodBinding/4[java.lang.reflect.Method,java.lang.String,java.lang.Object,boolean]",true,154,2,1,0,1,1,5,7,0,0,4,5,0,0,0,0,0,0,2,0,2,1,0,0,0,0,9,1,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\internal\TestingModuleAdapter.java,dagger.internal.TestingModuleAdapter$ProviderMethodBinding,get/0,false,173,2,1,0,1,5,3,16,1,3,0,3,0,0,1,0,1,0,0,1,4,0,1,0,0,0,13,1,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\internal\TestingModuleAdapter.java,dagger.internal.TestingModuleAdapter$ProviderMethodBinding,attach/1[dagger.internal.Linker],false,163,3,2,0,2,2,6,9,0,4,1,6,0,0,1,0,0,0,1,1,6,1,1,0,0,0,9,1,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\internal\TestingModuleAdapter.java,dagger.internal.TestingModuleAdapter$ProviderMethodBinding,injectMembers/1[T],false,196,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\internal\TestingModuleAdapter.java,dagger.internal.TestingModuleAdapter$ProviderMethodBinding,"getDependencies/2[java.util.Set<dagger.internal.Binding<?>>,java.util.Set<dagger.internal.Binding<?>>]",false,190,1,0,0,0,2,1,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,false
C:\opt\GraphEvoPRV5\projects\dagger\dagger-6-9\google-dagger-890a1df\core\src\test\java\dagger\internal\TestingModuleAdapter.java,dagger.internal.TestingModuleAdapter$ProviderMethodBinding,toString/0,false,200,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
