class_name,new,portrait
acquireHost,0,0.0003
acquireIp,0,0.0001
addCorsMappings,0,0.0001
afterAppAuthChanged,0,0.0001
afterMetaDataChanged,0,0.0001
afterPluginChanged,0,0.0001
afterRuleChanged,0,0.0001
afterSelectorChanged,0,0.0003
apply,0,0.0001
applyCreate,0,0.0001
applyUpdate,0,0.0001
batchEnabled,0,0.0001
batchSave,0,0.0001
beforeCommit,0,0.0001
build,0,0.0001
buildAppAuthDO,0,0.0002
buildByConfig,0,0.0001
buildByEntity,0,0.0001
buildContextPath,1,
buildDashboardUserDO,0,0.0001
buildDashboardUserVO,0,0.0001
buildDomain,0,0.0001
buildGetHttpHeaders,0,0.0001
buildJsonParams,0,0.0001
buildMediaType,0,0.0003
buildMonitorData,0,0.0002
buildParamsMap,0,0.0001
buildPluginDO,0,0.0003
buildPluginVO,0,0.0001
buildRealData,0,0.0001
buildRealURL,0,0.0001
buildRpcExt,0,0.0001
buildRuleConditionDO,0,0.0001
buildRuleConditionVO,0,0.0001
buildRuleData,0,0.0001
buildRuleDO,0,0.0001
buildRuleVO,0,0.0002
buildSelectorConditionDO,0,0.0003
buildSelectorConditionVO,0,0.0001
buildSelectorData,0,0.0003
buildSelectorDO,0,0.0003
buildSelectorVO,0,0.0001
buildWsProtocols,0,0.0001
buildWsRealPath,0,0.0002
cacheRuleData,0,0.0001
cacheSelectorData,0,0.0001
checkData,0,0.0001
checkParam,0,0.0001
checkRule,1,
checkSelector,1,
cleanup,0,0.0003
compareMD5,0,0.0003
configPlugin,0,0.0001
countByQuery,0,0.0003
createDashboardUser,0,0.0001
createLettuceConnectionFactory,0,0.0001
createOrUpdate,0,0.0001
createPlugin,0,0.0001
createRule,0,0.0001
createSelector,0,0.0001
dataChangedListener,0,0.0001
debug,0,0.0001
decorate,0,0.0001
deleteByQuery,0,0.0001
deleteSelectorData,0,0.0001
deserialize,0,0.0002
doDenyResponse,0,0.0002
doExecute,0,0.0001
doFilter,0,0.0003
doLongPolling,0,0.0001
doNext,0,0.0001
doParam,0,0.0001
doSelect,0,0.0002
dubboPlugin,0,0.0002
enabled,0,0.0001
error,0,0.0001
errorWebExceptionHandler,0,0.0002
execute,0,0.0001
extractXForwardedValues,0,0.0003
fetchConfig,0,0.0001
fetchGroupConfig,0,0.0001
filter,0,0.0001
filterHeaders,0,0.0001
filterRule,0,0.0059
filterSelector,0,0.0001
findPageByQuery,0,0.0001
flushAllAppAuth,0,0.0001
flushAllPlugin,0,0.0001
flushAllRule,0,0.0001
flushAllSelector,0,0.0002
flushMetaData,0,0.0001
formatError,0,0.0001
generateResponse,0,0.0002
genericInvoker,0,0.0608
get,0,0.0001
getBody,0,0.0001
getErrorAttributes,0,0.0001
getLettuceClientConfiguration,0,0.0002
