file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\compiler\src\it\uninjectable-supertype\src\main\java\test\TestApp.java,NotInjectable,innerclass,0,2,2,0,0,1,4,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$P,innerclass,2,2,0,2,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$Q,innerclass,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\ModuleTest.java,dagger.ModuleTest$A,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$R,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,8,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$S,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\compiler\src\main\java\dagger\internal\codegen\AnnotationMirrors.java,dagger.internal.codegen.AnnotationMirrors,class,6,16,10,6,9,1,0,28,13,0.6666667,0.0,0.0,6,5,0,1,0,5,5,0,0,0,1,1,0,1,0,0,1,0,2,53,5,3,0,0,0,1,0,7,0,7,1,2,0,0,123,16,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\InjectionTest.java,dagger.InjectionTest$T,innerclass,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\test\java\dagger\SetBindingTest.java,dagger.SetBindingTest$11TestEntryPoint,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C:\opt\GraphEvoPRV5\projects\dagger\dagger-27-37\google-dagger-b5a0f9e\core\src\main\java\dagger\ObjectGraph.java,dagger.ObjectGraph$StandardBindings,innerclass,3,3,0,3,4,2,0,3,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,18,1,1,0,0,0,2,0,3,0,2,1,0,0,0,23,26,0
