file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\api\src\main\java\org\apache\any23\vocab\Programme.java,org.apache.any23.vocab.Programme,class,3,4,1,3,3,2,0,2,0,0.4888889,NaN,NaN,2,1,1,1,0,0,1,0,0,0,90,2,89,1,0,0,89,0,0,101,1,0,1,0,0,89,0,90,0,90,1,0,0,0,351,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,class,19,22,3,19,31,3,0,35,10,0.640625,0.0,0.0,16,0,2,11,3,0,5,0,0,0,4,3,0,4,0,0,3,0,3,134,9,6,7,0,0,20,10,24,12,24,4,0,0,0,88,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\core\src\main\java\org\apache\any23\extractor\yaml\ElementsProcessor.java,org.apache.any23.extractor.yaml.ElementsProcessor,class,12,15,3,12,26,1,0,30,9,0.6666667,0.0,0.0,6,1,2,2,2,0,4,0,1,0,4,1,0,3,1,0,3,0,8,108,12,1,11,0,0,4,4,21,1,20,3,0,1,2,126,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\api\src\main\java\org\apache\any23\writer\WriterFactory.java,org.apache.any23.writer.WriterFactory,interface,2,12,10,2,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\core\src\main\java\org\apache\any23\extractor\yaml\ElementsProcessor.java,org.apache.any23.extractor.yaml.ElementsProcessor$ModelHolder,innerclass,2,2,0,2,3,1,0,0,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,22,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\core\src\test\java\org\apache\any23\vocab\VocabularyTest.java,org.apache.any23.vocab.VocabularyTest$TargetVocabulary,innerclass,3,3,0,3,1,2,0,2,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,6,0,6,0,0,0,6,0,0,11,0,0,0,0,0,10,0,6,0,6,0,0,0,0,16,0,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\api\src\main\java\org\apache\any23\extractor\Extractor.java,org.apache.any23.extractor.Extractor$BlindExtractor,interface,2,2,0,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\core\src\main\java\org\apache\any23\extractor\html\microformats2\HResumeExtractorFactory.java,org.apache.any23.extractor.html.microformats2.HResumeExtractorFactory,class,7,10,3,7,3,2,0,2,3,0.6666667,0.0,0.0,3,1,3,0,0,0,3,0,0,0,3,3,2,1,0,0,3,0,2,14,2,0,0,0,0,7,0,3,0,3,0,0,0,0,28,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\api\src\main\java\org\apache\any23\plugin\ExtractorPlugin.java,org.apache.any23.plugin.ExtractorPlugin,interface,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0
C:\PR\GraphEvoPRV2\projects\any23\any23-67-94\apache-any23-f9f3164\core\src\main\java\org\apache\any23\source\LocalCopyFactory.java,org.apache.any23.source.LocalCopyFactory,interface,1,4,3,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
