file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\api\src\main\java\org\apache\any23\vocab\Programme.java,org.apache.any23.vocab.Programme,getInstance/0,false,36,1,1,0,1,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,9,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\api\src\main\java\org\apache\any23\vocab\Programme.java,org.apache.any23.vocab.Programme,Programme/0,true,369,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"addURLs/2[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.BNode]",false,214,4,6,2,4,2,4,6,0,1,2,4,0,0,1,0,0,0,0,1,1,1,1,0,0,0,16,2,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"addLocations/2[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.Resource]",false,232,9,14,2,12,6,12,21,1,5,2,12,0,0,3,1,0,0,2,1,5,2,4,0,0,0,29,2,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,getDescription/0,false,70,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"addSummary/2[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.BNode]",false,147,3,3,2,1,1,1,3,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,12,2,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"addEnd/2[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.BNode]",false,171,6,9,2,7,3,7,11,1,2,2,7,0,0,0,2,0,0,1,1,2,1,1,0,0,0,18,2,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"extractEntityAsEmbeddedProperty/3[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.BNode,org.apache.any23.extractor.ExtractionResult]",false,104,6,13,2,11,1,11,14,1,0,3,11,10,4,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"mapFieldWithProperty/4[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.BNode,java.lang.String,org.apache.any23.extractor.html.microformats2.IRI]",false,135,5,7,3,4,1,4,4,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0,false
C:\PR\GraphEvoPRV2\projects\any23\any23-100-143\apache-any23-0ce62b6\core\src\main\java\org\apache\any23\extractor\html\microformats2\HEventExtractor.java,org.apache.any23.extractor.html.microformats2.HEventExtractor,"addName/2[org.apache.any23.extractor.html.HTMLDocument,org.apache.any23.extractor.html.microformats2.BNode]",false,142,3,3,2,1,1,1,3,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,12,2,0,false
